event_id,user_id,movie_id,movie_title,genre,session_id,event_type,event_timestamp,position_sec,segment_index,duration_sec,session_seq,total_sessions,device,tag_value,value
1863988,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_forward,1996-06-06T13:44:12.441086+00:00,1236.4,6.0,7409,1,1,mobile,,
1863989,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T13:45:47.086914+00:00,1427.3,7.0,7409,1,1,mobile,,
1863990,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T13:48:49.164564+00:00,1603.9,8.0,7409,1,1,mobile,,
1863991,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T13:51:49.973633+00:00,1603.9,8.0,7409,1,1,mobile,,
1863992,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T13:52:28.918172+00:00,1603.9,8.0,7409,1,1,mobile,,
1863993,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T13:55:08.723905+00:00,1782.3,9.0,7409,1,1,mobile,,
1863994,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T13:56:40.719131+00:00,1782.3,9.0,7409,1,1,mobile,,
1863995,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T13:58:33.992656+00:00,1978.4,10.0,7409,1,1,mobile,,
1863996,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T13:58:43.337081+00:00,1978.4,10.0,7409,1,1,mobile,,
1863997,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:00:45.202239+00:00,2164.3,12.0,7409,1,1,mobile,,
1863998,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:03:06.014907+00:00,2355.9,13.0,7409,1,1,mobile,,
1863999,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:05:54.760334+00:00,2520.9,14.0,7409,1,1,mobile,,
1864000,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:06:25.268310+00:00,2520.9,14.0,7409,1,1,mobile,,
1864001,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_forward,1996-06-06T14:06:35.795643+00:00,2983.7,16.0,7409,1,1,mobile,,
1864002,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:07:05.019956+00:00,2983.7,16.0,7409,1,1,mobile,,
1864003,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:08:56.063020+00:00,2983.7,16.0,7409,1,1,mobile,,
1864004,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:11:12.411103+00:00,2983.7,16.0,7409,1,1,mobile,,
1864005,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:13:58.838863+00:00,3148.4,17.0,7409,1,1,mobile,,
1864006,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_forward,1996-06-06T14:14:25.951984+00:00,3742.4,20.0,7409,1,1,mobile,,
1864007,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:17:00.891760+00:00,3932.7,21.0,7409,1,1,mobile,,
1864008,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:18:15.800429+00:00,3932.7,21.0,7409,1,1,mobile,,
1864009,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:19:49.764723+00:00,4129.7,22.0,7409,1,1,mobile,,
1864010,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:25:14.381020+00:00,4325.0,24.0,7409,1,1,mobile,,
1864011,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:28:51.986897+00:00,4670.1,25.0,7409,1,1,mobile,,
1864012,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:29:46.407550+00:00,4670.1,25.0,7409,1,1,mobile,,
1864013,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:30:41.611646+00:00,4670.1,25.0,7409,1,1,mobile,,
1864014,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:33:14.646330+00:00,4866.8,27.0,7409,1,1,mobile,,
1864015,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:35:31.278346+00:00,5045.0,28.0,7409,1,1,mobile,,
1864016,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:37:16.231915+00:00,5045.0,28.0,7409,1,1,mobile,,
1864017,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:38:51.971977+00:00,5045.0,28.0,7409,1,1,mobile,,
1864018,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_forward,1996-06-06T14:38:57.416719+00:00,5397.4,29.0,7409,1,1,mobile,,
1864019,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:39:31.464217+00:00,5397.4,29.0,7409,1,1,mobile,,
1864020,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:40:55.029880+00:00,5563.3,30.0,7409,1,1,mobile,,
1864021,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:42:03.454160+00:00,5752.5,31.0,7409,1,1,mobile,,
1864022,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:42:23.247940+00:00,5752.5,31.0,7409,1,1,mobile,,
1864023,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:43:36.322638+00:00,5752.5,31.0,7409,1,1,mobile,,
1864024,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_backward,1996-06-06T14:43:48.826716+00:00,5302.6,29.0,7409,1,1,mobile,,
1864025,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:45:40.294052+00:00,5475.3,30.0,7409,1,1,mobile,,
1864026,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:47:33.024369+00:00,5672.7,31.0,7409,1,1,mobile,,
1864027,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:49:02.719179+00:00,5853.4,32.0,7409,1,1,mobile,,
1864028,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_forward,1996-06-06T14:49:15.724799+00:00,6155.8,34.0,7409,1,1,mobile,,
1864029,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:52:31.505732+00:00,6319.3,35.0,7409,1,1,mobile,,
1864030,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:53:45.643180+00:00,6319.3,35.0,7409,1,1,mobile,,
1864031,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T14:54:08.794958+00:00,6319.3,35.0,7409,1,1,mobile,,
1864032,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T14:56:37.881214+00:00,6496.7,36.0,7409,1,1,mobile,,
1864033,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T15:02:03.337899+00:00,6496.7,36.0,7409,1,1,mobile,,
1864034,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_backward,1996-06-06T15:02:46.400130+00:00,5441.7,30.0,7409,1,1,mobile,,
1864035,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:04:43.656691+00:00,5620.6,31.0,7409,1,1,mobile,,
1864036,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:07:30.316503+00:00,5787.8,32.0,7409,1,1,mobile,,
1864037,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:09:02.002160+00:00,5983.9,33.0,7409,1,1,mobile,,
1864038,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:12:23.050102+00:00,6158.3,34.0,7409,1,1,mobile,,
1864039,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:13:47.014185+00:00,6328.0,35.0,7409,1,1,mobile,,
1864040,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:17:27.142264+00:00,6502.0,36.0,7409,1,1,mobile,,
1864041,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_backward,1996-06-06T15:17:44.052408+00:00,5269.3,29.0,7409,1,1,mobile,,
1864042,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T15:18:48.594839+00:00,5269.3,29.0,7409,1,1,mobile,,
1864043,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:20:36.287575+00:00,5436.6,30.0,7409,1,1,mobile,,
1864044,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:24:06.607057+00:00,5608.1,31.0,7409,1,1,mobile,,
1864045,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T15:27:49.412580+00:00,5608.1,31.0,7409,1,1,mobile,,
1864046,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T15:34:27.249258+00:00,5608.1,31.0,7409,1,1,mobile,,
1864047,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:37:27.682337+00:00,5791.7,32.0,7409,1,1,mobile,,
1864048,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T15:38:22.210520+00:00,5791.7,32.0,7409,1,1,mobile,,
1864049,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:40:00.966364+00:00,5984.5,33.0,7409,1,1,mobile,,
1864050,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T15:40:25.459666+00:00,5984.5,33.0,7409,1,1,mobile,,
1864051,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:43:38.554433+00:00,6181.7,34.0,7409,1,1,mobile,,
1864052,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:45:43.687713+00:00,6346.4,35.0,7409,1,1,mobile,,
1864053,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:47:12.240613+00:00,6514.7,36.0,7409,1,1,mobile,,
1864054,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,seek_forward,1996-06-06T15:47:46.866289+00:00,7019.0,38.0,7409,1,1,mobile,,
1864055,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,pause,1996-06-06T15:48:43.945758+00:00,7019.0,38.0,7409,1,1,mobile,,
1864056,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:52:16.883843+00:00,7212.4,40.0,7409,1,1,mobile,,
1864057,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,segment_watch,1996-06-06T15:56:11.722411+00:00,7399.8,41.0,7409,1,1,mobile,,
1864058,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,session_end,1996-06-06T15:56:35.176075+00:00,7399.8,41.0,7409,1,1,mobile,,
1864059,3236,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,u3236-m750-s1,rating_given,1996-06-06T18:41:27.983331+00:00,,,7409,1,1,mobile,,4.0
4388491,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,session_start,1996-12-06T11:51:49.394240+00:00,0.0,,7788,1,2,smart_tv,,
4388492,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T11:52:21.800604+00:00,0.0,0.0,7788,1,2,smart_tv,,
4388493,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T11:55:19.326197+00:00,195.2,1.0,7788,1,2,smart_tv,,
4388494,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T11:58:17.707260+00:00,195.2,1.0,7788,1,2,smart_tv,,
4388495,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T12:00:09.872905+00:00,195.2,1.0,7788,1,2,smart_tv,,
4388496,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:02:02.829840+00:00,378.1,2.0,7788,1,2,smart_tv,,
4388497,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:03:52.383767+00:00,549.7,3.0,7788,1,2,smart_tv,,
4388498,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:08:12.242019+00:00,732.8,4.0,7788,1,2,smart_tv,,
4388499,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:10:33.938843+00:00,919.9,5.0,7788,1,2,smart_tv,,
4388500,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:11:41.107078+00:00,1102.6,6.0,7788,1,2,smart_tv,,
4388501,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:13:35.522519+00:00,1283.3,7.0,7788,1,2,smart_tv,,
4388502,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T12:15:56.219700+00:00,1283.3,7.0,7788,1,2,smart_tv,,
4388503,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:18:46.211057+00:00,1471.6,8.0,7788,1,2,smart_tv,,
4388504,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:21:18.858361+00:00,1636.7,9.0,7788,1,2,smart_tv,,
4388505,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:22:34.587181+00:00,1832.2,10.0,7788,1,2,smart_tv,,
4388506,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,seek_forward,1996-12-06T12:22:43.961573+00:00,2488.1,13.0,7788,1,2,smart_tv,,
4388507,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T12:25:59.141508+00:00,2488.1,13.0,7788,1,2,smart_tv,,
4388508,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:29:30.859903+00:00,2666.4,14.0,7788,1,2,smart_tv,,
4388509,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T12:32:47.808744+00:00,2666.4,14.0,7788,1,2,smart_tv,,
4388510,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:35:59.774979+00:00,2858.3,15.0,7788,1,2,smart_tv,,
4388511,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:38:41.512023+00:00,3048.2,16.0,7788,1,2,smart_tv,,
4388512,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:40:12.295915+00:00,3231.2,17.0,7788,1,2,smart_tv,,
4388513,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:43:36.491430+00:00,3395.5,18.0,7788,1,2,smart_tv,,
4388514,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:46:05.181245+00:00,3591.7,19.0,7788,1,2,smart_tv,,
4388515,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:47:13.496215+00:00,3768.3,20.0,7788,1,2,smart_tv,,
4388516,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:49:56.667746+00:00,3952.8,21.0,7788,1,2,smart_tv,,
4388517,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T12:51:27.288637+00:00,3952.8,21.0,7788,1,2,smart_tv,,
4388518,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:54:05.737852+00:00,4127.2,22.0,7788,1,2,smart_tv,,
4388519,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T12:56:52.402954+00:00,4127.2,22.0,7788,1,2,smart_tv,,
4388520,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,seek_forward,1996-12-06T12:57:03.405080+00:00,4708.9,26.0,7788,1,2,smart_tv,,
4388521,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:58:24.651616+00:00,4875.1,27.0,7788,1,2,smart_tv,,
4388522,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T12:59:58.787858+00:00,5056.4,28.0,7788,1,2,smart_tv,,
4388523,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:02:00.206838+00:00,5236.1,29.0,7788,1,2,smart_tv,,
4388524,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T13:04:24.384626+00:00,5236.1,29.0,7788,1,2,smart_tv,,
4388525,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,seek_forward,1996-12-06T13:04:39.807027+00:00,5578.0,30.0,7788,1,2,smart_tv,,
4388526,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T13:05:57.320729+00:00,5578.0,30.0,7788,1,2,smart_tv,,
4388527,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:08:15.589723+00:00,5741.8,31.0,7788,1,2,smart_tv,,
4388528,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:10:32.665761+00:00,5913.9,32.0,7788,1,2,smart_tv,,
4388529,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T13:11:00.059427+00:00,5913.9,32.0,7788,1,2,smart_tv,,
4388530,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:13:46.186910+00:00,6079.9,33.0,7788,1,2,smart_tv,,
4388531,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:16:48.673854+00:00,6243.6,34.0,7788,1,2,smart_tv,,
4388532,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:20:05.649355+00:00,6419.2,35.0,7788,1,2,smart_tv,,
4388533,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:22:34.356846+00:00,6610.0,36.0,7788,1,2,smart_tv,,
4388534,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T13:24:36.793670+00:00,6610.0,36.0,7788,1,2,smart_tv,,
4388535,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:27:59.566790+00:00,6807.5,37.0,7788,1,2,smart_tv,,
4388536,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T13:28:41.984754+00:00,6807.5,37.0,7788,1,2,smart_tv,,
4388537,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T13:31:02.003853+00:00,6807.5,37.0,7788,1,2,smart_tv,,
4388538,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:33:07.303387+00:00,7003.4,38.0,7788,1,2,smart_tv,,
4388539,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:34:55.499839+00:00,7191.9,39.0,7788,1,2,smart_tv,,
4388540,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:37:27.793798+00:00,7372.3,40.0,7788,1,2,smart_tv,,
4388541,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,pause,1996-12-06T13:42:38.547095+00:00,7372.3,40.0,7788,1,2,smart_tv,,
4388542,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,segment_watch,1996-12-06T13:45:03.094326+00:00,7567.5,42.0,7788,1,2,smart_tv,,
4388543,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,session_end,1996-12-06T13:45:39.784552+00:00,7567.5,42.0,7788,1,2,smart_tv,,
4388580,53121,1258,"Shining, The (1980)",Horror,u53121-m1258-s1,rating_given,1996-12-06T14:38:25.825294+00:00,,,7788,1,2,smart_tv,,4.0
3282503,115955,1103,Rebel Without a Cause (1955),Drama,u115955-m1103-s1,session_start,1996-12-22T16:10:13.596771+00:00,0.0,,7911,1,1,web,,
3282504,115955,1103,Rebel Without a Cause (1955),Drama,u115955-m1103-s1,pause,1996-12-22T16:13:34.393341+00:00,0.0,0.0,7911,1,1,web,,
3282505,115955,1103,Rebel Without a Cause (1955),Drama,u115955-m1103-s1,segment_watch,1996-12-22T16:16:26.390411+00:00,187.5,1.0,7911,1,1,web,,
